link,title,location,comapany name,description 
/jobs/p/CFL5tUGBNgW4-Azure-Security-Engineer-Global-Brands-Cairo-Egypt?o=227&l=sp&t=sj&a=data science|search-v3|navbg,Azure Security Engineer,"New Cairo, Cairo, Egypt",Global Brands -,Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Azure · Cloud · Computer Engineering · Computer Science · DNS · Engineering · Information Technology (IT) · Network Security
/jobs/p/HWrU628H4P6n-Product-Designer---UIUX-Atomica-Cairo-Egypt?o=228&l=sp&t=sj&a=data science|search-v3|navbg,Product Designer - UI/UX,"Cairo, Egypt",Atomica -,Full TimeWork From HomeExperienced · 5+ Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Engineering · Design · Product · Product Design · Prototyping
/jobs/p/g8UtTTPxHY0T-System-Administration-Specialist-Premium-Card-Giza-Egypt?o=229&l=sp&t=sj&a=data science|search-v3|navbg,System Administration Specialist,"Dokki, Giza, Egypt",Premium Card -,Full TimeExperienced · 2 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Information Technology (IT) · Administration · administrator · Computer Science · Networking · Troubleshooting · System administrator · System Administration
/jobs/p/djCfmN0eiVg3-Back-End-Developer-Gulf-Data-International-Cairo-Egypt?o=230&l=sp&t=sj&a=data science|search-v3|navbg,Back End Developer,"Heliopolis, Cairo, Egypt",Gulf Data International  -,Work From HomeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Software Engineering · iOS · Android · Software Development · Information Technology (IT) · Docker · Docker Swarm
/jobs/p/PxjvWt9stH38-Senior-Testing-QC-Specialist-B-TECH-Cairo-Egypt?o=231&l=sp&t=sj&a=data science|search-v3|navbg,Senior Testing QC Specialist,"Nasr City, Cairo, Egypt",B.TECH -,Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Agile · Computer Science · Engineering · ITIL · ITSM · PMP · Testing
/jobs/p/K9A79Q0V3fup-Layout-Design-Engineer-Si-Vision-Cairo-Egypt?o=232&l=sp&t=sj&a=data science|search-v3|navbg,Layout Design Engineer,"Sheraton, Cairo, Egypt", Si-Vision -,Full TimeEntry Level · 0 - 3 Yrs of Exp · Engineering - Mechanical/Electrical · Analog · Computer Science · Design · Electronics · Engineering · fabrication · Layout · Layout Design · Linux
/jobs/p/R4qnAFSpRMRf-Senior-Software-Testing-Engineer-Garment-IO-Giza-Egypt?o=233&l=sp&t=sj&a=data science|search-v3|navbg,Senior Software Testing Engineer,"Sheikh Zayed, Giza, Egypt",Garment IO -,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Automation · Computer Science · Engineering · Information Technology (IT) · Science · Planning · Software
/jobs/p/mSzya6ehts5n-IOS-Developer-Seoudi-Supermarket-Giza-Egypt?o=234&l=sp&t=sj&a=data science|search-v3|navbg,IOS Developer,"6th of October, Giza, Egypt",Seoudi Supermarket -,Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · iOS · iOS Development · Mobile Development · Software Development · Development · Computer Science · Information Technology (IT)
/jobs/p/7Wk4eylb2M0A-Senior-Business-Application-Development-Technical-lead-Seoudi-Supermarket-Giza-Egypt?o=235&l=sp&t=sj&a=data science|search-v3|navbg,Senior Business Application Development Technical lead,"6th of October, Giza, Egypt",Seoudi Supermarket -,Full TimeExperienced · 6 - 8 Yrs of Exp · Business Development · IT/Software Development · Engineering - Telecom/Technology · Business Development · Application Development · Computer Science · Information Technology (IT) · GraphQL · JavaScript · Software Development
/jobs/p/krdZl1GdrxAP-Tech-Lead-and-System-Analyst-Dafa-Giza-Egypt?o=236&l=sp&t=sj&a=data science|search-v3|navbg,Tech Lead and System Analyst,"Haram, Giza, Egypt",Dafa -,Full TimeExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Analyst · Computer Science · Information Technology (IT) · Software · Software Development · Software engineer · Software Engineering
/jobs/p/CJ3Iupffp9Nv-Supply-Chain-Director-Al-Rowad-for-Plastic-Pipes-Sharqia-Egypt?o=237&l=sp&t=sj&a=data science|search-v3|navbg,Supply Chain Director,"10th of Ramadan City, Sharqia, Egypt",Al-Rowad for Plastic Pipes -,Full TimeSenior Management · 15 - 20 Yrs of Exp · males_preferred · Logistics/Supply Chain · Operations/Management · Purchasing/Procurement · Supply Chain · Logistics · Negotiation · Purchasing · Leadership Management · analytical thinking · Operations Management
/jobs/p/NDOotTtOtipl-ERP-Techno-Functional-Specialist-Fine-Hygienic-Holding-Giza-Egypt?o=238&l=sp&t=sj&a=data science|search-v3|navbg,ERP Techno-Functional Specialist,"6th of October, Giza, Egypt",Fine Hygienic Holding -,Full TimeExperienced · 2 - 6 Yrs of Exp · IT/Software Development · ERP · Computer Science · Information Technology (IT) · Oracle · Fusion · EBS · ADF
/jobs/p/FRuesn2e3GOR-Technical-Instructor-Fluent-English-Speaker-FlairsTech-Cairo-Egypt?o=239&l=sp&t=sj&a=data science|search-v3|navbg,Technical Instructor ( Fluent English Speaker ),"Cairo, Egypt",FlairsTech -,Full TimeExperienced · 3 - 5 Yrs of Exp · Engineering - Telecom/Technology · Training/Instructor · Computer Science · Information Technology (IT) · English · SQL · technical trainer · Trainer · Training · Technical Training
/jobs/p/Tw0cMHBzO6vv-Senior-Software-Architect-Java-SURE-International-Technology-Cairo-Egypt?o=240&l=sp&t=sj&a=data science|search-v3|navbg,Senior Software Architect (Java),"Nasr City, Cairo, Egypt",SURE International Technology -,Full TimeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · MongoDB · Java · Spring Boot · cloud migration · ORM · Angular · Computer Science · RESTful
/jobs/p/65ZipdJ0Jufu-Dynamics-AX-Developer-Cairo-Egypt?o=241&l=sp&t=sj&a=data science|search-v3|navbg,Dynamics AX Developer,"Nasr City, Cairo, Egypt",Confidential -,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · .Net · Microsoft Dynamics AX · Computer Engineering · X++ · Microsoft XQL Server · SQL
/jobs/p/LTZQ4w1y9wWN-Senior-Network-Security-Engineer-Sky-Holding-Cairo-Egypt?o=242&l=sp&t=sj&a=data science|search-v3|navbg,Senior Network & Security Engineer,"Maadi, Cairo, Egypt",Sky Holding -,Full TimeExperienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · FortiGate · Sophos · Sophos Firewall · Fortigate Firewall · Information Technology (IT) · English · CCNP
/jobs/p/jhykfwhA8rKW-Java-Developer---Remote---Senior-GetTechForce-com-Cairo-Egypt?o=243&l=sp&t=sj&a=data science|search-v3|navbg,Java Developer - Remote - Senior,"Cairo, Egypt",GetTechForce.com -,Full TimeWork From HomeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Java · AngularJS · Computer Science · Design · Development · HTML5 · Information Technology (IT) · JPA
/jobs/p/qUgCZAXyTySf-Senior-iOS-Developer-Sarmady-Giza-Egypt?o=244&l=sp&t=sj&a=data science|search-v3|navbg,Senior iOS Developer,"Mohandessin, Giza, Egypt",Sarmady -,Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · iOS · Software Development · REST · JSON · Objective-C · Information Technology (IT) · Engineering · Swift
/jobs/p/ocdpQ7MDUh9v-Senior-SW-QC--Banha-Z2-Data-Qalubia-Egypt?o=245&l=sp&t=sj&a=data science|search-v3|navbg,Senior SW QC -Banha,"Banha, Qalubia, Egypt",Z2 Data -,Full TimeExperienced · 2 - 5 Yrs of Exp · Business Development · IT/Software Development · Quality · Automation · Agile · Computer Science · ISTQB · QC · Software · Software Testing
/jobs/p/uSxiwwDwiE6D-Junior-SW-QC--banha-Z2-Data-Qalubia-Egypt?o=246&l=sp&t=sj&a=data science|search-v3|navbg,Junior SW QC -banha,"Banha, Qalubia, Egypt",Z2 Data -,Full TimeEntry Level · 0 - 1 Yrs of Exp · Business Development · IT/Software Development · Quality · Information Technology (IT) · ISTQB · Testing · QC · Agile · Computer Engineering · Computer Science
/jobs/p/PhPxYKNASLfL-Senior-Digital-Delivery-Specialist-Mindfield-Cairo-Egypt?o=247&l=sp&t=sj&a=data science|search-v3|navbg,Senior Digital Delivery Specialist,"New Cairo, Cairo, Egypt",Mindfield -,Full TimeWork From HomeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Computer Science · Programming Language · UX · UX Design · SDLC · E-Marketing · Communication
/jobs/p/hCRLnq4jXoMF-IOS-Mobile-Developer--Alexandria-Softxpert-Incorporation-Alexandria-Egypt?o=248&l=sp&t=sj&a=data science|search-v3|navbg,IOS Mobile Developer- (Alexandria),"Alexandria, Egypt",Softxpert Incorporation  -,Full TimeEntry Level · 0 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Engineering · Software Development · iOS · OOP · Swift · REST · JSON
/jobs/p/wTt0w1hTxNMl-Senior-Full-Stack-PHP-Developer-Luftborn-Cairo-Egypt?o=249&l=sp&t=sj&a=data science|search-v3|navbg,Senior Full Stack PHP Developer,"Heliopolis, Cairo, Egypt",Luftborn -,Full TimeExperienced · 3 - 6 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Laravel · PHP · JavaScript · APIs · MVC · Agile · Computer Science
/jobs/p/pEZHi503EPZt-PHP-Team-Lead-Luftborn-Cairo-Egypt?o=250&l=sp&t=sj&a=data science|search-v3|navbg,PHP Team Lead,"Heliopolis, Cairo, Egypt",Luftborn -,Full TimeManager · 7 - 15 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Laravel · PHP · JavaScript · APIs · MVC · Agile · Computer Science
/jobs/p/wcJUdxqID7ok-IT-Help-Desk-Specialist-Neisco-for-Modern-Water-Systems-Production-Cairo-Egypt?o=251&l=sp&t=sj&a=data science|search-v3|navbg,IT Help Desk Specialist,"Badr City, Cairo, Egypt",Neisco for Modern Water Systems Production -,Full TimeExperienced · 2 - 3 Yrs of Exp · males_only · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Hardware · Maintenance · Information Technology (IT) · Computer Science · Technical Support · Microsoft Office
/jobs/p/Q3PzKEj8vkq1-Software-Tester-Z2-Data-Cairo-Egypt?o=252&l=sp&t=sj&a=data science|search-v3|navbg,Software Tester,"Nasr City, Cairo, Egypt",Z2 Data -,Full TimeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Software · Software Testing · Agile · Computer Science · Information Technology (IT) · Jenkins · Quality Control
/jobs/p/5wQCvN7K5Nxs-Product-Owner-Cashcall-Cairo-Egypt?o=253&l=sp&t=sj&a=data science|search-v3|navbg,Product Owner,"Maadi, Cairo, Egypt",Cashcall -,Full TimeExperienced · 2+ Yrs of Exp · Project/Program Management · Product Management · Marketing · Computer Science · Product · Agile · Information Technology (IT)
/jobs/p/vekctWBUqe1o-Senior-Software-Engineer-NETPayment-PaySky-Cairo-Egypt?o=254&l=sp&t=sj&a=data science|search-v3|navbg,Senior Software Engineer /.NET/Payment,"New Cairo, Cairo, Egypt",PaySky -,Full TimeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Engineering · .NET · C# · ASP.NET MVC · Web API · ADO.NET · LINQ
/jobs/p/WE2CqOBUEuYH-System-Administrator---DevOps-PaySky-Cairo-Egypt?o=255&l=sp&t=sj&a=data science|search-v3|navbg,System Administrator - DevOps,"New Cairo, Cairo, Egypt",PaySky -,Full TimeExperienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · System Administration · Information Technology (IT) · Engineering · Computer Science · Computer Engineering · DevOps · Troubleshooting
/jobs/p/j2FQjOw3JOyN-PHP-Web-Developer-Giza-Egypt?o=256&l=sp&t=sj&a=data science|search-v3|navbg,PHP Web Developer,"Dokki, Giza, Egypt",Confidential -,Full TimeExperienced · 2+ Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · javaScript · CSS · CSS3 · Web Development · AJAX · Information Technology (IT) · Joomla
/jobs/p/qZ30jW6bmYpK-Senior-Software-Testing-Engineer-Remotly-Astute-Imaging-Cairo-Egypt?o=257&l=sp&t=sj&a=data science|search-v3|navbg,Senior Software Testing Engineer (Remotly),"Nasr City, Cairo, Egypt",Astute Imaging -,Full TimePart TimeExperienced · 7+ Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · AWS · Agile · Computer Science · Engineering · Information Technology (IT) · QC · quality
/jobs/p/BhFTNxqHom2w-Senior-Full-Stack-Developer-Rasan-Cairo-Egypt?o=258&l=sp&t=sj&a=data science|search-v3|navbg,Senior Full Stack Developer,"Nasr City, Cairo, Egypt",Rasan -,Full TimeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular 2+ · ASP.Net · .Net · Agile · OOP · Information Technology (IT) · Computer Science · Angular
/jobs/p/hWYkfypspECs-IT-Help-Desk-Specialist-Family-Corporation-Cairo-Egypt?o=259&l=sp&t=sj&a=data science|search-v3|navbg,IT Help Desk Specialist,"Heliopolis, Cairo, Egypt",Family Corporation -,Full TimeExperienced · 2+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Help Desk · Software · MCSA · Hardware · MCSE · Microsoft
/jobs/p/6EtpOdSUbuJy-Network-Engineer-Injaz-Tech-for-advanced-systems-Cairo-Egypt?o=260&l=sp&t=sj&a=data science|search-v3|navbg,Network Engineer,"Heliopolis, Cairo, Egypt",Injaz Tech for advanced systems -,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · IT · Networking · Network Security · Engineering · LAN · Security
/jobs/p/uWhjdcsARJ9a-Technical-Team-Leader-Controls-Central-Battery-Siraj-Lighting-Cairo-Egypt?o=261&l=sp&t=sj&a=data science|search-v3|navbg,Technical Team Leader (Controls & Central Battery),"Sheraton, Cairo, Egypt", Siraj Lighting -,Full TimeManager · 7 - 9 Yrs of Exp · Engineering - Mechanical/Electrical · AutoCAD · Electrical Engineering · Microsoft · sales skills · Computer Science · English
/jobs/p/7uaEYiu8NGWi-Senior-Xamarin-Developer-Smart-IT-Cairo-Egypt?o=262&l=sp&t=sj&a=data science|search-v3|navbg,Senior Xamarin Developer,"Nasr City, Cairo, Egypt",Smart IT -,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Xamarin · Xamarin Forms · Xamarin Development · Software Development · developer · C# · Mobile Development · iOS
/jobs/p/X1RY331ukvMk-Senior-Python-Developer-FlairsTech-Cairo-Egypt?o=263&l=sp&t=sj&a=data science|search-v3|navbg,Senior Python Developer,"Maadi, Cairo, Egypt",FlairsTech -,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Applications · Computer Science · Design · Engineering · Implementation · Software Development · Information Technology (IT) · Mathematics
/jobs/p/xquPu0D9wXjo-Odoo-Implementation-Support-El-Batal-Co-Cairo-Egypt?o=264&l=sp&t=sj&a=data science|search-v3|navbg,Odoo Implementation Support,"Sheraton, Cairo, Egypt",El Batal Co. -,Full TimeExperienced · 3 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Odoo · Information Technology (IT) · ERP · Project Management · Odoo ERP · Computer Science · CRM
/jobs/p/hO16IkhFoM6L-Product-Owner---Finance-And-Operations-Full-Time-Jumia-Cairo-Egypt?o=265&l=sp&t=sj&a=data science|search-v3|navbg,Product Owner - Finance And Operations (Full Time),"New Cairo, Cairo, Egypt",Jumia -,Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · Technology · Product Owner · Product · Management · Software Development · technical · Information Technology (IT)
